path,loc,cc
tests\models\blip_2\test_processing_blip_2.py,70,12
tests\repo_utils\test_check_docstrings.py,66,12
tests\models\lightglue\test_image_processing_lightglue.py,65,12
src\transformers\models\bloom\tokenization_bloom_fast.py,64,12
src\transformers\integrations\flash_attention.py,62,12
utils\check_tf_ops.py,60,12
tests\models\funnel\test_tokenization_funnel.py,59,12
tests\models\hunyuan_v1_dense\test_modeling_hunyuan_v1_dense.py,58,12
src\transformers\models\chameleon\image_processing_chameleon_fast.py,56,12
src\transformers\models\gpt2\tokenization_gpt2_tf.py,54,12
src\transformers\quantizers\quantizer_quark.py,52,12
examples\legacy\seq2seq\pack_dataset.py,51,12
src\transformers\models\seamless_m4t\processing_seamless_m4t.py,38,12
src\transformers\models\roformer\tokenization_utils.py,33,12
tests\utils\test_convert_slow_tokenizer.py,27,12
src\transformers\utils\dummy_torchaudio_objects.py,17,12
tests\pipelines\test_pipelines_table_question_answering.py,333,11
src\transformers\utils\__init__.py,324,11
tests\models\mistral3\test_processing_mistral3.py,213,11
tests\pipelines\test_pipelines_zero_shot_image_classification.py,176,11
tests\models\mixtral\test_modeling_mixtral.py,144,11
tests\models\glm\test_modeling_glm.py,133,11
tests\models\aya_vision\test_processing_aya_vision.py,124,11
tests\models\qwen2_audio\test_processing_qwen2_audio.py,108,11
tests\models\stablelm\test_modeling_stablelm.py,101,11
src\transformers\models\minimax\configuration_minimax.py,98,11
tests\models\seed_oss\test_modeling_seed_oss.py,98,11
src\transformers\models\beit\configuration_beit.py,97,11
tests\models\llava_onevision\test_processing_llava_onevision.py,91,11
tests\models\persimmon\test_modeling_persimmon.py,91,11
src\transformers\models\qwen2_moe\configuration_qwen2_moe.py,88,11
src\transformers\models\qwen3_moe\configuration_qwen3_moe.py,87,11
tests\models\llava_next_video\test_processing_llava_next_video.py,86,11
src\transformers\models\cohere2\configuration_cohere2.py,83,11
src\transformers\models\layoutlm\configuration_layoutlm.py,83,11
src\transformers\models\modernbert_decoder\configuration_modernbert_decoder.py,83,11
src\transformers\models\switch_transformers\configuration_switch_transformers.py,83,11
tests\models\paligemma\test_processing_paligemma.py,83,11
src\transformers\models\seed_oss\configuration_seed_oss.py,80,11
src\transformers\models\roformer\tokenization_roformer_fast.py,79,11
src\transformers\models\glm4\modular_glm4.py,78,11
examples\modular-transformers\configuration_my_new_model.py,77,11
src\transformers\models\llama\configuration_llama.py,76,11
examples\modular-transformers\configuration_my_new_model2.py,75,11
tests\utils\test_logging.py,75,11
src\transformers\models\arcee\configuration_arcee.py,73,11
tests\models\rt_detr\test_modeling_rt_detr_resnet.py,71,11
src\transformers\models\ernie4_5\configuration_ernie4_5.py,70,11
src\transformers\models\mistral3\configuration_mistral3.py,66,11
tests\commands\test_chat.py,65,11
tests\pipelines\test_pipelines_image_to_image.py,62,11
src\transformers\models\mobilenet_v2\configuration_mobilenet_v2.py,61,11
src\transformers\models\diffllama\configuration_diffllama.py,60,11
src\transformers\models\lfm2\configuration_lfm2.py,60,11
src\transformers\models\paligemma\configuration_paligemma.py,58,11
src\transformers\integrations\quanto.py,55,11
tests\models\lfm2\test_modeling_lfm2.py,54,11
src\transformers\models\resnet\configuration_resnet.py,53,11
src\transformers\models\esm\openfold_utils\data_transforms.py,53,11
src\transformers\models\bit\configuration_bit.py,51,11
src\transformers\models\textnet\configuration_textnet.py,50,11
src\transformers\models\levit\image_processing_levit_fast.py,49,11
src\transformers\models\mobilenet_v1\configuration_mobilenet_v1.py,49,11
src\transformers\models\vipllava\configuration_vipllava.py,49,11
src\transformers\models\shieldgemma2\configuration_shieldgemma2.py,43,11
src\transformers\models\cohere2_vision\configuration_cohere2_vision.py,37,11
src\transformers\models\lfm2_vl\configuration_lfm2_vl.py,37,11
src\transformers\models\deepseek_vl\configuration_deepseek_vl.py,32,11
tests\utils\test_add_new_model_like.py,576,10
benchmark\benches\llama.py,272,10
tests\models\pixtral\test_processing_pixtral.py,180,10
tests\pipelines\test_pipelines_text_classification.py,173,10
src\transformers\models\layoutlmv3\configuration_layoutlmv3.py,141,10
src\transformers\models\wav2vec2_conformer\configuration_wav2vec2_conformer.py,141,10
src\transformers\models\oneformer\configuration_oneformer.py,138,10
tests\models\rag\test_tokenization_rag.py,138,10
src\transformers\models\wavlm\configuration_wavlm.py,136,10
src\transformers\models\wav2vec2\configuration_wav2vec2.py,135,10
utils\check_bad_commit.py,134,10
tests\models\perception_lm\test_processing_perception_lm.py,132,10
tests\utils\test_offline.py,129,10
tests\utils\test_deprecation.py,120,10
tests\models\starcoder2\test_modeling_starcoder2.py,115,10
src\transformers\models\data2vec\configuration_data2vec_audio.py,112,10
tests\models\cohere2_vision\test_processing_cohere2_vision.py,109,10
src\transformers\models\flaubert\configuration_flaubert.py,103,10
src\transformers\integrations\npu_flash_attention.py,101,10
src\transformers\models\xlm\configuration_xlm.py,100,10
src\transformers\models\xlnet\configuration_xlnet.py,97,10
tests\trainer\test_trainer_distributed_loss.py,89,10
examples\modular-transformers\configuration_duplicated_method.py,81,10
src\transformers\models\olmo3\configuration_olmo3.py,79,10
tests\models\llava_next\test_processing_llava_next.py,79,10
src\transformers\models\mobilebert\configuration_mobilebert.py,77,10
tests\models\barthez\test_tokenization_barthez.py,77,10
src\transformers\models\clip\tokenization_clip_fast.py,70,10
src\transformers\activations_tf.py,67,10
tests\models\ernie4_5\test_modeling_ernie4_5.py,66,10
tests\models\got_ocr2\test_processing_got_ocr2.py,66,10
tests\models\markuplm\test_feature_extraction_markuplm.py,65,10
src\transformers\models\upernet\configuration_upernet.py,64,10
src\transformers\models\qwen2\tokenization_qwen2_fast.py,61,10
src\transformers\models\vitmatte\configuration_vitmatte.py,61,10
src\transformers\models\distilbert\tokenization_distilbert_fast.py,60,10
src\transformers\models\roformer\configuration_roformer.py,60,10
src\transformers\models\deprecated\retribert\tokenization_retribert_fast.py,60,10
src\transformers\models\bert\tokenization_bert_fast.py,59,10
src\transformers\models\convbert\tokenization_convbert_fast.py,59,10
src\transformers\models\flava\processing_flava.py,59,10
src\transformers\models\layoutlm\tokenization_layoutlm_fast.py,59,10
src\transformers\models\mobilebert\tokenization_mobilebert_fast.py,59,10
src\transformers\models\squeezebert\tokenization_squeezebert_fast.py,59,10
src\transformers\integrations\flash_paged.py,58,10
src\transformers\integrations\vptq.py,57,10
src\transformers\models\electra\tokenization_electra_fast.py,57,10
src\transformers\models\lxmert\tokenization_lxmert_fast.py,57,10
tests\models\timm_wrapper\test_image_processing_timm_wrapper.py,57,10
src\transformers\models\herbert\tokenization_herbert_fast.py,54,10
tests\models\mpnet\test_tokenization_mpnet.py,54,10
src\transformers\models\vilt\processing_vilt.py,51,10
src\transformers\models\reformer\tokenization_reformer_fast.py,50,10
src\transformers\integrations\eager_paged.py,46,10
src\transformers\models\vision_text_dual_encoder\configuration_vision_text_dual_encoder.py,40,10
src\transformers\models\colqwen2\configuration_colqwen2.py,39,10
src\transformers\models\vjepa2\video_processing_vjepa2.py,26,10
tests\pipelines\test_pipelines_keypoint_matching.py,152,9
src\transformers\models\rag\configuration_rag.py,144,9
src\transformers\models\unispeech_sat\configuration_unispeech_sat.py,125,9
tests\generation\test_paged_attention.py,122,9
src\transformers\models\unispeech\configuration_unispeech.py,119,9
src\transformers\models\sew_d\configuration_sew_d.py,115,9
src\transformers\models\layoutlmv2\configuration_layoutlmv2.py,110,9
src\transformers\models\deepseek_v2\configuration_deepseek_v2.py,108,9
src\transformers\models\qwen3_next\configuration_qwen3_next.py,106,9
src\transformers\models\hubert\configuration_hubert.py,103,9
src\transformers\models\ernie4_5_moe\configuration_ernie4_5_moe.py,101,9
src\transformers\models\sew\configuration_sew.py,99,9
src\transformers\models\plbart\configuration_plbart.py,97,9
tests\models\openai\test_tokenization_openai.py,96,9
src\transformers\models\doge\configuration_doge.py,93,9
src\transformers\models\flex_olmo\configuration_flex_olmo.py,80,9
src\transformers\models\gemma2\configuration_gemma2.py,79,9
src\transformers\models\vaultgemma\configuration_vaultgemma.py,79,9
src\transformers\models\hiera\configuration_hiera.py,78,9
src\transformers\models\apertus\configuration_apertus.py,76,9
src\transformers\models\phi\configuration_phi.py,76,9
src\transformers\models\gpt_neox\configuration_gpt_neox.py,74,9
src\transformers\models\swin\configuration_swin.py,74,9
src\transformers\models\dinov2\configuration_dinov2.py,72,9
src\transformers\models\ministral\configuration_ministral.py,72,9
src\transformers\models\mobilevit\configuration_mobilevit.py,71,9
src\transformers\models\mobilevitv2\configuration_mobilevitv2.py,69,9
src\transformers\models\falcon\configuration_falcon.py,68,9
src\transformers\models\olmoe\configuration_olmoe.py,68,9
utils\check_pipeline_typing.py,67,9
src\transformers\models\rembert\configuration_rembert.py,67,9
src\transformers\models\recurrent_gemma\configuration_recurrent_gemma.py,64,9
examples\modular-transformers\modular_new_task_model.py,62,9
tests\utils\test_model_card.py,61,9
src\transformers\models\deit\configuration_deit.py,59,9
src\transformers\models\vit\configuration_vit.py,59,9
utils\check_config_docstrings.py,54,9
src\transformers\integrations\aqlm.py,51,9
src\transformers\models\glm\modular_glm.py,50,9
tests\sagemaker\conftest.py,50,9
tests\models\layoutlm\test_tokenization_layoutlm.py,50,9
tests\bettertransformer\test_integration.py,42,9
src\transformers\models\convnextv2\configuration_convnextv2.py,38,9
src\transformers\models\vision_text_dual_encoder\processing_vision_text_dual_encoder.py,35,9
src\transformers\integrations\fsdp.py,26,9
tests\models\squeezebert\test_tokenization_squeezebert.py,24,9
src\transformers\utils\dummy_essentia_and_librosa_and_pretty_midi_and_scipy_and_torch_objects.py,13,9
src\transformers\utils\dummy_vision_objects.py,13,9
tests\utils\test_import_utils.py,13,9
setup.py,379,8
tests\trainer\test_trainer_seq2seq.py,149,8
src\transformers\models\deprecated\mega\configuration_mega.py,99,8
src\transformers\models\arcee\modular_arcee.py,93,8
src\transformers\models\fsmt\configuration_fsmt.py,92,8
src\transformers\models\git\configuration_git.py,82,8
tests\test_executorch.py,78,8
src\transformers\models\big_bird\configuration_big_bird.py,75,8
src\transformers\models\xmod\configuration_xmod.py,74,8
src\transformers\models\yolos\configuration_yolos.py,74,8
src\transformers\models\convbert\configuration_convbert.py,70,8
src\transformers\models\electra\configuration_electra.py,69,8
src\transformers\models\pvt\configuration_pvt.py,67,8
src\transformers\models\squeezebert\configuration_squeezebert.py,67,8
tests\models\xlm\test_tokenization_xlm.py,66,8
src\transformers\models\ernie\configuration_ernie.py,64,8
src\transformers\models\albert\configuration_albert.py,63,8
src\transformers\models\camembert\configuration_camembert.py,60,8
src\transformers\models\data2vec\configuration_data2vec_text.py,60,8
src\transformers\models\ibert\configuration_ibert.py,60,8
src\transformers\models\roberta\configuration_roberta.py,60,8
src\transformers\models\roberta_prelayernorm\configuration_roberta_prelayernorm.py,60,8
src\transformers\models\xlm_roberta\configuration_xlm_roberta.py,60,8
src\transformers\models\xlm_roberta_xl\configuration_xlm_roberta_xl.py,60,8
src\transformers\models\bert\configuration_bert.py,59,8
src\transformers\models\distilbert\configuration_distilbert.py,59,8
tests\models\lxmert\test_tokenization_lxmert.py,59,8
src\transformers\models\vaultgemma\modular_vaultgemma.py,54,8
src\transformers\models\blenderbot_small\tokenization_blenderbot_small_fast.py,52,8
src\transformers\models\gpt2\tokenization_gpt2_fast.py,51,8
tests\models\llava\test_configuration_llava.py,51,8
tests\models\fuyu\test_image_processing_fuyu.py,47,8
tests\models\flaubert\test_tokenization_flaubert.py,43,8
tests\sagemaker\scripts\pytorch\run_ddp.py,42,8
tests\models\bartpho\test_tokenization_bartpho.py,41,8
tests\models\phobert\test_tokenization_phobert.py,41,8
tests\models\bertweet\test_tokenization_bertweet.py,40,8
utils\process_test_artifacts.py,36,8
src\transformers\models\x_clip\processing_x_clip.py,34,8
utils\check_doctest_list.py,33,8
src\transformers\models\clip\processing_clip.py,32,8
utils\test_module\custom_pipeline.py,24,8
tests\models\llama4\test_modeling_llama4.py,92,7
src\transformers\models\glm4_moe\configuration_glm4_moe.py,87,7
src\transformers\models\tapas\configuration_tapas.py,84,7
src\transformers\models\data2vec\configuration_data2vec_vision.py,81,7
src\transformers\models\mamba2\configuration_mamba2.py,81,7
src\transformers\models\imagegpt\configuration_imagegpt.py,80,7
src\transformers\models\mvp\configuration_mvp.py,79,7
src\transformers\models\moonshine\configuration_moonshine.py,73,7
src\transformers\models\mistral\configuration_mistral.py,72,7
src\transformers\models\starcoder2\configuration_starcoder2.py,71,7
tests\pipelines\test_pipelines_zero_shot_audio_classification.py,71,7
src\transformers\models\efficientnet\configuration_efficientnet.py,70,7
src\transformers\models\falcon_mamba\configuration_falcon_mamba.py,65,7
tests\models\emu3\test_processing_emu3.py,65,7
src\transformers\models\stablelm\configuration_stablelm.py,62,7
src\transformers\models\hgnet_v2\configuration_hgnet_v2.py,59,7
src\transformers\models\levit\configuration_levit.py,59,7
src\transformers\models\poolformer\configuration_poolformer.py,59,7
src\transformers\models\swiftformer\configuration_swiftformer.py,59,7
tests\models\helium\test_modeling_helium.py,59,7
tests\models\megatron_gpt2\test_modeling_megatron_gpt2.py,59,7
src\transformers\models\persimmon\configuration_persimmon.py,58,7
src\transformers\models\pvt_v2\configuration_pvt_v2.py,56,7
src\transformers\utils\peft_utils.py,55,7
src\transformers\models\seggpt\configuration_seggpt.py,53,7
src\transformers\models\gpt_neox_japanese\configuration_gpt_neox_japanese.py,49,7
src\transformers\training_args_seq2seq.py,45,7
utils\check_self_hosted_runner.py,42,7
utils\get_github_job_time.py,41,7
